city,fengxiang,yWendu,tianqi,bWendu,fengli,ymd
威海,北风~西南风,-3℃,多云,2℃,3-4级,2015-01-02
威海,西南风~北风,1℃,晴~多云,6℃,4-5级,2015-01-03
威海,南风,3℃,晴~多云,9℃,4-5级,2015-01-04
威海,南风~北风,-3℃,小雨~雨夹雪,8℃,4-5级~5-6级,2015-01-05
威海,北风,-3℃,多云~晴,0℃,6-7级~4-5级,2015-01-06
威海,北风,-2℃,晴,1℃,3-4级,2015-01-07
威海,北风,-1℃,晴~多云,3℃,4-5级,2015-01-08
威海,西北风~西南风,-1℃,晴,4℃,4-5级,2015-01-09
威海,南风~北风,-1℃,晴~多云,8℃,4-5级~5-6级,2015-01-10
威海,北风,-2℃,多云~晴,1℃,5-6级~4-5级,2015-01-11
威海,北风~南风,-1℃,晴,2℃,3-4级,2015-01-12
威海,南风~北风,1℃,晴~多云,5℃,3-4级,2015-01-13
威海,北风,0℃,多云,5℃,3-4级,2015-01-14
德州,北风,-5℃,晴~多云,3℃,微风~3-4级,2015-01-31
威海,北风,-1℃,多云~阴,3℃,4-5级,2015-01-15
威海,北风,-3℃,阵雪~多云,2℃,4-5级~5-6级,2015-01-16
威海,北风~西南风,-2℃,晴~阴,2℃,4-5级,2015-01-17
威海,西南风~北风,-1℃,阴~多云,6℃,5-6级,2015-01-18
威海,北风~南风,-1℃,阴~多云,2℃,5-6级~4-5级,2015-01-19
威海,南风,0℃,多云~小雨,6℃,4-5级,2015-01-20
威海,东北风~北风,-1℃,雨夹雪~阵雪,5℃,4-5级~5-6级,2015-01-21
威海,北风~南风,-1℃,多云~晴,3℃,4-5级~3-4级,2015-01-22
威海,西南风~北风,0℃,晴,6℃,3-4级,2015-01-23
威海,北风~东风,2℃,多云~小雨,6℃,3-4级,2015-01-24
威海,北风,1℃,小雨~多云,5℃,4-5级,2015-01-25
威海,北风,-4℃,多云,4℃,4-5级~5-6级,2015-01-26
威海,北风,-5℃,晴,-3℃,5-6级,2015-01-27
威海,北风~西风,-4℃,晴,-1℃,5-6级~3-4级,2015-01-28
威海,北风,-3℃,多云~阴,1℃,4-5级~5-6级,2015-01-29
威海,北风,-5℃,阴,-1℃,5-6级,2015-01-30
威海,北风,-3℃,多云,0℃,5-6级~4-5级,2015-01-31
南京,西北风~南风,-4℃,晴,5℃,3-4级~微风,2015-01-01
南京,东风,-2℃,晴~多云,9℃,微风,2015-01-02
南京,南风,3℃,多云,13℃,微风,2015-01-03
南京,东南风,3℃,晴~多云,16℃,微风,2015-01-04
南京,东北风~北风,5℃,阴~小雨,12℃,微风~3-4级,2015-01-05
南京,东北风,0℃,阴,7℃,4-5级~3-4级,2015-01-06
南京,北风,-3℃,多云~晴,8℃,微风,2015-01-07
南京,西风,-2℃,晴~多云,8℃,微风,2015-01-08
南京,西风~西北风,0℃,晴~多云,13℃,微风,2015-01-09
南京,西风~西南风,0℃,多云~晴,14℃,微风,2015-01-10
南京,西风~东北风,1℃,晴~多云,15℃,微风~3-4级,2015-01-11
南京,东风,3℃,多云~阴,8℃,3-4级,2015-01-12
南京,东风~东北风,4℃,小雨,7℃,3-4级,2015-01-13
南京,北风,3℃,阴~多云,8℃,3-4级~微风,2015-01-14
南京,北风,4℃,阴~多云,8℃,微风,2015-01-15
南京,西北风~北风,-1℃,阴~多云,10℃,微风~3-4级,2015-01-16
南京,东北风~东风,0℃,晴~多云,7℃,3-4级~微风,2015-01-17
南京,西风,0℃,多云~晴,9℃,微风,2015-01-18
南京,东风,1℃,晴~多云,12℃,微风,2015-01-19
南京,东南风~南风,5℃,阴,11℃,微风,2015-01-20
南京,西北风,-1℃,多云~晴,12℃,4-5级,2015-01-21
南京,西北风~东风,-1℃,晴,8℃,微风,2015-01-22
南京,东南风,0℃,晴~多云,11℃,3-4级~微风,2015-01-23
南京,东风~南风,5℃,多云~阴,15℃,3-4级~微风,2015-01-24
南京,西北风~东北风,7℃,小雨~阴,10℃,微风,2015-01-25
南京,东北风,4℃,阴~小雨,9℃,3-4级~4-5级,2015-01-26
南京,东北风,0℃,小雨~雨夹雪,5℃,4-5级,2015-01-27
郑州,无持续风向,-2℃,晴,8℃,微风,2015-01-01
郑州,无持续风向,-1℃,多云,9℃,微风,2015-01-02
郑州,无持续风向,-1℃,晴,13℃,微风,2015-01-03
郑州,无持续风向~北风,1℃,多云,13℃,微风~3-4级,2015-01-04
郑州,北风,2℃,阴,11℃,3-4级~4-5级,2015-01-05
郑州,东北风~无持续风向,-2℃,阴,3℃,3-4级~微风,2015-01-06
郑州,无持续风向,-2℃,晴,9℃,微风,2015-01-07
郑州,无持续风向,0℃,多云~晴,12℃,微风,2015-01-08
郑州,无持续风向,-1℃,晴,15℃,微风,2015-01-09
郑州,无持续风向,1℃,晴,16℃,微风,2015-01-10
郑州,无持续风向,-1℃,晴,11℃,微风,2015-01-11
郑州,无持续风向,-1℃,多云,7℃,微风,2015-01-12
郑州,无持续风向,0℃,多云,7℃,微风,2015-01-13
郑州,无持续风向,0℃,霾~晴,8℃,微风,2015-01-14
郑州,无持续风向~西北风,2℃,霾~多云,9℃,微风~3-4级,2015-01-15
郑州,无持续风向,-3℃,晴,11℃,微风,2015-01-16
南京,东北风,-1℃,小雪~大雪,3℃,3-4级,2015-01-28
南京,东北风,-1℃,小雪,2℃,3-4级,2015-01-29
南京,北风~东北风,-2℃,阴~多云,4℃,3-4级,2015-01-30
南京,东北风,-1℃,多云~阴,5℃,3-4级~微风,2015-01-31
郑州,无持续风向,1℃,多云~阴,8℃,微风,2015-01-17
郑州,西风,-1℃,晴,11℃,3-4级,2015-01-18
郑州,无持续风向,0℃,晴~多云,11℃,微风,2015-01-19
郑州,无持续风向~西北风,2℃,多云~晴,13℃,微风~3-4级,2015-01-20
郑州,西北风,-3℃,晴,8℃,3-4级,2015-01-21
郑州,无持续风向,-2℃,晴,8℃,微风,2015-01-22
郑州,无持续风向,3℃,晴~多云,11℃,微风,2015-01-23
郑州,无持续风向,-1℃,小雨~雨夹雪,4℃,微风,2015-01-24
郑州,无持续风向,-2℃,阴~多云,6℃,微风,2015-01-25
郑州,无持续风向,-3℃,阴,4℃,微风,2015-01-26
郑州,东北风~无持续风向,-2℃,小雪,2℃,3-4级~微风,2015-01-27
郑州,无持续风向,-3℃,小雪,1℃,微风,2015-01-28
郑州,无持续风向,-3℃,阴,1℃,微风,2015-01-29
郑州,无持续风向,-3℃,多云,3℃,微风,2015-01-30
郑州,无持续风向,-5℃,阴~多云,2℃,微风,2015-01-31
惠州,无持续风向,9℃,晴,18℃,微风,2015-01-01
惠州,无持续风向,10℃,晴,20℃,微风,2015-01-02
惠州,无持续风向,10℃,晴~多云,20℃,微风,2015-01-03
惠州,无持续风向,13℃,晴~多云,23℃,微风,2015-01-04
惠州,无持续风向,17℃,多云,23℃,微风,2015-01-05
惠州,无持续风向,12℃,多云~小雨,24℃,微风,2015-01-06
惠州,东北风,11℃,阴~多云,18℃,3-4级,2015-01-07
惠州,无持续风向,9℃,晴,19℃,微风,2015-01-08
惠州,无持续风向,11℃,晴~多云,19℃,微风,2015-01-09
惠州,无持续风向,12℃,多云,19℃,微风,2015-01-10
惠州,无持续风向,10℃,小雨~小到中雨,15℃,微风,2015-01-11
惠州,无持续风向,10℃,中雨~大雨,13℃,微风,2015-01-12
惠州,无持续风向,8℃,小雨~多云,15℃,微风,2015-01-13
惠州,无持续风向,8℃,晴,18℃,微风,2015-01-14
惠州,无持续风向,8℃,晴,19℃,微风,2015-01-15
惠州,无持续风向,10℃,晴,21℃,微风,2015-01-16
惠州,无持续风向,11℃,多云~晴,20℃,微风,2015-01-17
惠州,无持续风向,10℃,多云~晴,21℃,微风,2015-01-18
惠州,无持续风向,11℃,晴~多云,19℃,微风,2015-01-19
惠州,无持续风向,10℃,多云~阴,21℃,微风,2015-01-20
惠州,无持续风向,10℃,多云,21℃,微风,2015-01-21
惠州,无持续风向,10℃,晴,22℃,微风,2015-01-22
惠州,无持续风向,10℃,晴~多云,23℃,微风,2015-01-23
惠州,无持续风向,14℃,多云~小雨,21℃,微风,2015-01-24
惠州,无持续风向,14℃,阴~多云,22℃,微风,2015-01-25
惠州,无持续风向,15℃,多云,23℃,微风,2015-01-26
惠州,无持续风向,15℃,阴~多云,24℃,微风,2015-01-27
邢台,南风,-4℃,晴,5℃,微风,2015-01-01
邢台,南风,-2℃,晴~多云,6℃,微风,2015-01-02
邢台,南风,-1℃,霾,9℃,微风,2015-01-03
邢台,南风~北风,-1℃,霾,7℃,微风,2015-01-04
邢台,北风,-3℃,霾~晴,7℃,4-5级~3-4级,2015-01-05
邢台,北风,-3℃,晴~多云,4℃,微风,2015-01-06
邢台,南风,-4℃,晴~霾,4℃,微风,2015-01-07
邢台,北风,-3℃,霾,6℃,微风,2015-01-08
邢台,北风~南风,-1℃,晴~霾,8℃,微风,2015-01-09
邢台,北风,-1℃,霾,10℃,微风,2015-01-10
邢台,北风,0℃,晴~多云,7℃,微风,2015-01-11
邢台,南风,-2℃,晴~霾,5℃,微风,2015-01-12
邢台,南风~北风,-3℃,霾,4℃,微风,2015-01-13
邢台,南风,-3℃,霾,5℃,微风,2015-01-14
邢台,南风~北风,-3℃,霾~晴,4℃,微风~3-4级,2015-01-15
惠州,无持续风向,14℃,多云,22℃,微风,2015-01-28
惠州,无持续风向,11℃,多云,21℃,微风,2015-01-29
惠州,无持续风向,10℃,多云,19℃,微风,2015-01-30
惠州,无持续风向,9℃,多云,15℃,微风,2015-01-31
邢台,北风,-5℃,雾~晴,8℃,微风,2015-01-16
邢台,南风,-1℃,晴~多云,6℃,微风,2015-01-17
邢台,北风,-2℃,晴,12℃,微风,2015-01-18
邢台,南风,0℃,晴~多云,10℃,微风,2015-01-19
邢台,北风,-1℃,阴~多云,7℃,3-4级,2015-01-20
邢台,北风,-4℃,晴,8℃,3-4级~微风,2015-01-21
邢台,南风,-2℃,晴,8℃,微风~3-4级,2015-01-22
邢台,南风~北风,-2℃,晴~多云,8℃,微风,2015-01-23
邢台,北风,-2℃,雨夹雪~阴,3℃,微风,2015-01-24
邢台,北风,-3℃,多云~晴,2℃,微风,2015-01-25
邢台,北风,-4℃,雾~多云,2℃,微风~4-5级,2015-01-26
邢台,北风,-4℃,多云,1℃,3-4级~微风,2015-01-27
邢台,北风,-4℃,多云~小雪,0℃,微风,2015-01-28
邢台,南风~北风,-4℃,多云~晴,2℃,微风~3-4级,2015-01-29
邢台,北风,-5℃,晴,3℃,微风,2015-01-30
邢台,南风,-4℃,晴~多云,4℃,微风,2015-01-31
杭州,北风,-2℃,晴,7℃,4-5级~微风,2015-01-01
杭州,东北风,0℃,晴,9℃,微风,2015-01-02
杭州,南风,3℃,多云~晴,13℃,微风,2015-01-03
杭州,东南风~南风,6℃,晴,18℃,微风,2015-01-04
杭州,南风~北风,8℃,多云~阴,20℃,微风~4-5级,2015-01-05
杭州,北风,2℃,小雨~雨夹雪,9℃,4-5级,2015-01-06
杭州,北风,-1℃,多云,9℃,微风,2015-01-07
杭州,北风,0℃,晴,10℃,微风,2015-01-08
杭州,南风,2℃,晴~多云,12℃,微风,2015-01-09
杭州,东南风,4℃,多云,13℃,微风,2015-01-10
杭州,北风,3℃,晴~多云,15℃,微风,2015-01-11
杭州,东北风,5℃,阴,10℃,微风,2015-01-12
杭州,东风,6℃,小雨~小到中雨,8℃,微风,2015-01-13
杭州,北风,5℃,小雨~阴,10℃,微风,2015-01-14
杭州,北风,3℃,阴~多云,10℃,微风,2015-01-15
杭州,北风,2℃,多云,12℃,3-4级,2015-01-16
杭州,东北风,1℃,多云~晴,10℃,微风,2015-01-17
杭州,西南风,2℃,多云,10℃,微风,2015-01-18
杭州,南风~东风,3℃,晴~多云,13℃,微风,2015-01-19
杭州,东南风,6℃,小雨~阴,12℃,微风,2015-01-20
杭州,北风,2℃,多云,17℃,微风~4-5级,2015-01-21
杭州,北风,0℃,晴,11℃,3-4级~微风,2015-01-22
杭州,东南风,2℃,晴~多云,13℃,微风,2015-01-23
杭州,东南风,6℃,晴~多云,18℃,微风,2015-01-24
杭州,东北风,8℃,阴,15℃,微风,2015-01-25
杭州,东北风,5℃,阴~小雨,13℃,微风,2015-01-26
杭州,东北风,3℃,小雨,9℃,4-5级~微风,2015-01-27
杭州,东北风,2℃,雨夹雪~小雨,5℃,3-4级~微风,2015-01-28
杭州,东北风,3℃,小到中雨~小雨,5℃,微风,2015-01-29
杭州,北风,-1℃,阴,5℃,4-5级~3-4级,2015-01-30
杭州,北风,1℃,多云,6℃,3-4级~微风,2015-01-31
聊城,北风~南风,-8℃,晴,4℃,微风,2015-01-01
聊城,南风,-3℃,晴,8℃,微风~3-4级,2015-01-02
聊城,南风,-1℃,多云~晴,10℃,3-4级,2015-01-03
聊城,南风,0℃,晴~多云,12℃,3-4级~微风,2015-01-04
聊城,北风,-5℃,阴~多云,8℃,3-4级,2015-01-05
聊城,北风~南风,-4℃,晴~多云,4℃,微风,2015-01-06
聊城,南风,-4℃,晴,7℃,微风,2015-01-07
聊城,南风,-4℃,晴,9℃,微风,2015-01-08
聊城,北风,-5℃,晴,8℃,微风,2015-01-09
聊城,南风~北风,-4℃,晴,11℃,微风~3-4级,2015-01-10
聊城,北风,-5℃,晴,9℃,微风,2015-01-11
聊城,南风,-3℃,晴,8℃,微风,2015-01-12
聊城,南风,-4℃,多云,7℃,微风,2015-01-13
聊城,南风~北风,-4℃,多云,8℃,微风,2015-01-14
聊城,南风~北风,-2℃,多云,8℃,微风,2015-01-15
聊城,北风,-6℃,雾~晴,5℃,3-4级,2015-01-16
聊城,南风,-5℃,晴~多云,5℃,3-4级,2015-01-17
聊城,北风,-7℃,多云~晴,8℃,3-4级,2015-01-18
聊城,北风~南风,-5℃,晴,11℃,微风~3-4级,2015-01-19
聊城,南风~北风,-2℃,多云~阴,9℃,3-4级,2015-01-20
聊城,北风,-7℃,多云,6℃,3-4级~微风,2015-01-21
聊城,南风,-6℃,晴,8℃,3-4级,2015-01-22
聊城,南风,-3℃,晴,11℃,微风,2015-01-23
聊城,北风,-3℃,雨夹雪,5℃,微风~3-4级,2015-01-24
聊城,北风,-4℃,多云,4℃,3-4级~微风,2015-01-25
聊城,北风,-6℃,多云,5℃,3-4级,2015-01-26
聊城,北风,-8℃,晴~多云,0℃,3-4级,2015-01-27
聊城,南风,-4℃,多云~小雪,1℃,微风,2015-01-28
聊城,北风,-6℃,阴~多云,2℃,3-4级,2015-01-29
聊城,北风,-8℃,晴~多云,2℃,3-4级,2015-01-30
日照,西北风~西风,-3℃,晴~多云,3℃,4-5级~3-4级,2015-01-01
日照,北风~西南风,-1℃,晴~多云,6℃,3-4级,2015-01-02
日照,西南风,0℃,晴~多云,8℃,3-4级,2015-01-03
日照,北风~南风,1℃,晴~多云,11℃,3-4级,2015-01-04
日照,东南风~北风,-2℃,小雨~多云,8℃,3-4级~5-6级,2015-01-05
日照,北风,-2℃,晴~多云,3℃,5-6级~4-5级,2015-01-06
日照,北风~西南风,-2℃,多云~晴,4℃,3-4级,2015-01-07
日照,西南风~北风,-2℃,晴~多云,7℃,3-4级,2015-01-08
日照,北风~西南风,-2℃,晴~多云,9℃,3-4级,2015-01-09
日照,西南风~北风,0℃,晴~多云,10℃,3-4级,2015-01-10
日照,东北风,-3℃,晴~多云,6℃,4-5级~3-4级,2015-01-11
日照,东北风~东南风,-1℃,晴~多云,5℃,3-4级,2015-01-12
日照,东南风~北风,1℃,阴~多云,5℃,3-4级,2015-01-13
日照,北风,1℃,多云~阴,8℃,3-4级,2015-01-14
日照,北风~西南风,1℃,多云~阴,9℃,3-4级,2015-01-15
日照,南风~北风,-2℃,多云~晴,7℃,3-4级~4-5级,2015-01-16
聊城,北风~南风,-6℃,晴,3℃,微风,2015-01-31
日照,北风~西南风,-1℃,晴~多云,5℃,3-4级,2015-01-17
日照,西南风~西北风,-1℃,多云~晴,7℃,4-5级,2015-01-18
日照,西北风~南风,1℃,晴~多云,8℃,3-4级,2015-01-19
日照,南风~北风,2℃,多云~雨夹雪,7℃,3-4级,2015-01-20
日照,北风,-3℃,雨夹雪~多云,4℃,4-5级,2015-01-21
日照,北风~南风,-2℃,晴~多云,5℃,3-4级,2015-01-22
日照,南风~东风,-1℃,晴~多云,8℃,3-4级,2015-01-23
日照,东风,2℃,多云~小雨,7℃,3-4级,2015-01-24
日照,东北风,0℃,阴~多云,7℃,3-4级,2015-01-25
日照,东北风,-2℃,多云,7℃,3-4级~4-5级,2015-01-26
日照,东北风,-3℃,多云~晴,2℃,4-5级,2015-01-27
日照,东北风,-5℃,多云~阴,1℃,3-4级,2015-01-28
日照,北风,-3℃,多云,3℃,3-4级,2015-01-29
日照,北风,-5℃,晴~多云,4℃,4-5级~3-4级,2015-01-30
日照,北风~南风,-4℃,晴~多云,3℃,3-4级,2015-01-31
潍坊,南风~北风,-6℃,晴,2℃,3-4级,2015-01-01
潍坊,北风~南风,-5℃,晴,4℃,3-4级,2015-01-02
潍坊,南风,-3℃,晴,10℃,3-4级,2015-01-03
潍坊,南风,-2℃,晴~多云,10℃,3-4级,2015-01-04
潍坊,北风,-4℃,小雨~多云,6℃,4-5级,2015-01-05
潍坊,北风,-3℃,晴,3℃,3-4级~微风,2015-01-06
潍坊,北风~南风,-5℃,晴,5℃,3-4级,2015-01-07
潍坊,南风~北风,-5℃,晴,9℃,3-4级,2015-01-08
潍坊,北风~南风,-5℃,晴,7℃,3-4级,2015-01-09
潍坊,南风~北风,-3℃,晴~多云,12℃,3-4级,2015-01-10
潍坊,北风,-6℃,晴,5℃,微风,2015-01-11
潍坊,东南风,-6℃,晴,5℃,微风,2015-01-12
潍坊,南风,-2℃,多云,6℃,3-4级,2015-01-13
潍坊,南风~北风,-3℃,多云,8℃,3-4级,2015-01-14
潍坊,北风,-1℃,多云,7℃,3-4级,2015-01-15
潍坊,北风,-5℃,多云~晴,4℃,3-4级,2015-01-16
潍坊,北风~南风,-2℃,晴,4℃,微风,2015-01-17
潍坊,南风~北风,-3℃,多云~晴,9℃,3-4级,2015-01-18
潍坊,北风~南风,-2℃,晴~多云,7℃,3-4级,2015-01-19
潍坊,南风~北风,-1℃,晴~多云,9℃,3-4级,2015-01-20
潍坊,北风,-5℃,雨夹雪~多云,2℃,4-5级,2015-01-21
潍坊,北风~南风,-4℃,晴~多云,5℃,3-4级,2015-01-22
潍坊,南风,-3℃,晴~多云,10℃,微风,2015-01-23
潍坊,东风~北风,2℃,多云~小雨,8℃,微风,2015-01-24
潍坊,北风,-2℃,阴~多云,4℃,3-4级,2015-01-25
潍坊,北风,-5℃,多云,5℃,3-4级~4-5级,2015-01-26
潍坊,北风,-6℃,多云~晴,0℃,4-5级~3-4级,2015-01-27
潍坊,北风~南风,-5℃,多云~阴,1℃,3-4级,2015-01-28
潍坊,北风,-5℃,多云,3℃,3-4级,2015-01-29
潍坊,北风,-7℃,晴,2℃,3-4级~微风,2015-01-30
潍坊,北风~南风,-7℃,晴,2℃,3-4级,2015-01-31
太原,无持续风向,-14℃,晴,3℃,微风,2015-01-01
太原,无持续风向,-9℃,多云~晴,5℃,微风,2015-01-02
太原,无持续风向,-11℃,晴,10℃,微风,2015-01-03
太原,无持续风向,-8℃,多云,10℃,微风,2015-01-04
太原,西北风,-10℃,多云~晴,6℃,3-4级,2015-01-05
太原,无持续风向,-10℃,多云,2℃,微风,2015-01-06
太原,无持续风向,-10℃,晴,5℃,微风,2015-01-07
太原,西北风,-10℃,晴,6℃,微风,2015-01-08
太原,西北风~无持续风向,-11℃,晴,7℃,微风,2015-01-09
太原,无持续风向~北风,-11℃,晴,8℃,微风,2015-01-10
太原,无持续风向,-9℃,晴,8℃,微风,2015-01-11
太原,无持续风向,-7℃,多云~阴,7℃,微风,2015-01-12
太原,无持续风向,-8℃,阴,5℃,微风,2015-01-13
太原,无持续风向,-8℃,晴~多云,7℃,微风,2015-01-14
太原,西风,-10℃,多云~晴,4℃,3-4级~微风,2015-01-15
太原,西北风,-11℃,晴,4℃,3-4级~微风,2015-01-16
太原,无持续风向,-12℃,多云,3℃,微风,2015-01-17
太原,西北风~无持续风向,-11℃,晴,4℃,3-4级~微风,2015-01-18
太原,无持续风向,-9℃,晴~多云,7℃,微风,2015-01-19
太原,西北风,-8℃,多云~晴,5℃,3-4级,2015-01-20
太原,西北风~无持续风向,-12℃,晴,4℃,3-4级~微风,2015-01-21
太原,无持续风向,-13℃,晴,6℃,微风,2015-01-22
太原,无持续风向,-10℃,晴~阴,8℃,微风,2015-01-23
太原,无持续风向,-6℃,雨夹雪~多云,3℃,微风,2015-01-24
太原,无持续风向~西北风,-7℃,阴~多云,6℃,微风,2015-01-25
太原,西北风,-7℃,多云~阴,4℃,4-5级~微风,2015-01-26
太原,无持续风向,-7℃,多云~阴,2℃,微风,2015-01-27
太原,无持续风向,-6℃,小雪,0℃,微风,2015-01-28
太原,西北风,-13℃,多云~晴,0℃,3-4级,2015-01-29
太原,无持续风向,-14℃,晴,1℃,微风,2015-01-30
太原,无持续风向,-11℃,多云,1℃,微风,2015-01-31
北京,无持续风向,-6℃,晴,4℃,微风,2015-01-01
北京,无持续风向,-4℃,晴~多云,8℃,微风,2015-01-02
北京,无持续风向,-4℃,霾,7℃,微风,2015-01-03
北京,无持续风向,-1℃,雾,6℃,微风,2015-01-04
北京,北风,-4℃,多云~晴,10℃,4-5级,2015-01-05
北京,无持续风向,-6℃,晴,6℃,微风,2015-01-06
北京,无持续风向,-6℃,晴~多云,4℃,微风,2015-01-07
北京,无持续风向,-3℃,晴,5℃,微风,2015-01-08
北京,北风~无持续风向,-5℃,晴,7℃,3-4级~微风,2015-01-09
北京,无持续风向~北风,-3℃,晴,9℃,微风~3-4级,2015-01-10
北京,无持续风向,-6℃,晴~多云,7℃,微风,2015-01-11
北京,无持续风向,-4℃,霾,4℃,微风,2015-01-12
北京,无持续风向,-4℃,雾,4℃,微风,2015-01-13
北京,无持续风向,-5℃,小雪~霾,2℃,微风,2015-01-14
北京,无持续风向~北风,-3℃,霾,2℃,微风~3-4级,2015-01-15
北京,北风,-7℃,晴,4℃,5-6级~3-4级,2015-01-16
北京,无持续风向,-5℃,晴~阴,4℃,微风,2015-01-17
北京,北风,-6℃,多云~晴,7℃,5-6级~3-4级,2015-01-18
北京,无持续风向,-5℃,晴~多云,7℃,微风,2015-01-19
北京,无持续风向~北风,-2℃,晴~多云,5℃,微风~3-4级,2015-01-20
北京,北风~无持续风向,-6℃,晴,5℃,3-4级~微风,2015-01-21
北京,无持续风向,-6℃,晴,6℃,微风,2015-01-22
北京,无持续风向,-3℃,霾~晴,7℃,微风,2015-01-23
北京,无持续风向,-5℃,阴,3℃,微风,2015-01-24
莱芜,北风~南风,-8℃,晴,3℃,3-4级,2015-01-01
莱芜,南风,-6℃,晴,6℃,微风,2015-01-02
莱芜,南风,-1℃,晴~多云,10℃,3-4级,2015-01-03
莱芜,南风,-2℃,多云~阴,11℃,微风,2015-01-04
莱芜,南风~北风,-4℃,小雨~多云,8℃,3-4级~4-5级,2015-01-05
莱芜,北风,-4℃,多云,3℃,3-4级,2015-01-06
北京,无持续风向,-4℃,霾~阴,4℃,微风,2015-01-25
北京,北风,-7℃,阴~多云,5℃,4-5级~3-4级,2015-01-26
北京,无持续风向,-7℃,晴,2℃,微风,2015-01-27
北京,无持续风向,-5℃,多云~阴,1℃,微风,2015-01-28
北京,北风,-6℃,晴,5℃,3-4级,2015-01-29
北京,北风~无持续风向,-8℃,晴,3℃,3-4级~微风,2015-01-30
北京,无持续风向,-6℃,晴~多云,4℃,微风,2015-01-31
莱芜,北风~南风,-4℃,多云~晴,5℃,3-4级,2015-01-07
莱芜,北风,-5℃,晴,8℃,微风,2015-01-08
